,,Phylum,Class,Order,Family,Genus,,
OTU_17193,Rhodovulum sp. ES.010 Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rhodovulum,,
OTU_3996,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_11762,Desulfuromonas thiophila Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Desulfuromonadaceae, Desulfuromonas,,
OTU_3999,Paraburkholderia diazotrophica Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia,,
OTU_11098,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_1961,Azoarcus tolulyticus Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Zoogloeaceae, Azoarcus,,
OTU_16523,Gallionellales bacterium GWA2_60_142 Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales,,,,
OTU_16520,Desulfuromonadales bacterium GWC2_61_20 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales,,,,
OTU_12860,Magnetospirillum sp. XM-1 Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Magnetospirillum,,
OTU_12867,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_12866,Caenispirillum salinarum AK4 Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Caenispirillum,,
OTU_16524,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_12864,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_4540,Terrimicrobium sacchariphilum Bacteria, Verrucomicrobia, Spartobacteria, Terrimicrobium,,,,
OTU_8784,Azotobacter beijerinckii Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Azotobacter,,
OTU_1138,Syntrophus gentianae Bacteria, Proteobacteria, Deltaproteobacteria, Syntrophobacterales, Syntrophaceae, Syntrophus,,
OTU_9713,Burkholderia fungorum Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia,,
OTU_1137,Novosphingobium sp. MBES04 Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium,,
OTU_19182,Desulfuromonas thiophila Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Desulfuromonadaceae, Desulfuromonas,,
OTU_19185,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_9710,uncultured Bradyrhizobium sp. Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, environmental samples,
OTU_11380,Desulfuromonadales bacterium GWC2_61_20 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales,,,,
OTU_11385,Anaeromyxobacter sp. RBG_16_69_14 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Anaeromyxobacteraceae, Anaeromyxobacter,
OTU_6384,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_7895,Desulfobacca sp. RBG_16_60_12 Bacteria, Proteobacteria, Deltaproteobacteria, Syntrophobacterales, Syntrophaceae, Desulfobacca,,
OTU_4544,Azospirillum sp. TSA13 Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Azospirillum,,
OTU_11388,Ruminococcaceae bacterium KH2T8 Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, unclassified Ruminococcaceae,,
OTU_8787,Geobacteraceae bacterium GWC2_58_44 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae,,,
OTU_951,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_3105,Pseudomonas sp. IPPW-2 Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,,
OTU_11169,Geobacter sp. M18 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter,,
OTU_3409,Methylomonas sp. LWB Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae, Methylomonas,,
OTU_19608,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_3104,Anaeromyxobacter sp. RBG_16_69_14 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Anaeromyxobacteraceae, Anaeromyxobacter,
OTU_4899,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_2597,Candidatus Propionivibrio aalborgensis Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Propionivibrio,,
OTU_19637,Anaerocolumna jejuensis DSM 15929 Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Anaerocolumna,,
OTU_8093,Heliobacterium gestii Bacteria, Firmicutes, Clostridia, Clostridiales, Heliobacteriaceae, Heliobacterium,,
OTU_6079,Azospirillum brasilense Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Azospirillum,,
OTU_4327,Anaeromyxobacter sp. Fw109-5 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Myxococcaceae, Anaeromyxobacter,
OTU_18600,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_7670,Anaeromyxobacter sp. PSR-1 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Anaeromyxobacteraceae, Anaeromyxobacter,
OTU_1050,Pseudomonas sp. IPPW-2 Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,,
OTU_9060,Geobacter pelophilus Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter,,
OTU_11362,Methylomonas methanica Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae, Methylomonas,,
OTU_4287,Gallionellales bacterium GWA2_60_142 Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales,,,,
OTU_1054,uncultured Bradyrhizobium sp. Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, environmental samples,
OTU_11367,Selenomonas ruminantium subsp. lactilytica TAM6421 Bacteria, Firmicutes, Negativicutes, Selenomonadales, Veillonellaceae, Selenomonas,,
OTU_11366,Methylobacter tundripaludum SV96 Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae, Methylobacter,,
OTU_5020,Azotobacter beijerinckii Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Azotobacter,,
OTU_5021,Martelella endophytica Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Aurantimonadaceae, Martelella,,
OTU_5022,Paenibacillus sp. FSL H8-0259 Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus,,
OTU_3205,Dechloromonas denitrificans Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Azonexaceae, Dechloromonas,,
OTU_18102,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_6604,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_18101,Prosthecomicrobium hirschii Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Prosthecomicrobium,,
OTU_5029,Gallionellales bacterium GWA2_60_142 Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales,,,,
OTU_7072,Anaeromyxobacter sp. PSR-1 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Anaeromyxobacteraceae, Anaeromyxobacter,
OTU_18109,Desulfuromonas thiophila Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Desulfuromonadaceae, Desulfuromonas,,
OTU_8627,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_12025,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_8626,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_8978,Burkholderia vietnamiensis Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, Burkholderia cepacia complex,
OTU_8466,Azoarcus communis Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Azoarcus,,
OTU_9712,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_2457,uncultured alpha proteobacterium Bacteria, Proteobacteria, Alphaproteobacteria, environmental samples,,,,
OTU_2692,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_8039,Desulfuromonadales bacterium GWC2_61_20 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales,,,,
OTU_8326,Methylococcaceae bacterium Sn10-6 Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae,,,
OTU_9331,Crenothrix sp. D3 Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Crenotrichaceae, Crenothrix,,
OTU_6076,Desulfovibrio sp. TomC Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio,,
OTU_6135,Nostocaceae cyanobacterium CENA352 Bacteria, Cyanobacteria, Nostocales, Nostocaceae,,,,
OTU_682,Azoarcus sp. CIB Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Zoogloeaceae, Azoarcus,,
OTU_8568,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_6077,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_15206,uncultured Azospirillum sp. Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Azospirillum, environmental samples,
OTU_7172,Anaeromyxobacter sp. Fw109-5 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Myxococcaceae, Anaeromyxobacter,
OTU_3913,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_555,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_9430,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_313,Azoarcus tolulyticus Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Zoogloeaceae, Azoarcus,,
OTU_6771,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_18038,Desulfuromonas thiophila Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Desulfuromonadaceae, Desulfuromonas,,
OTU_3911,Kosakonia sacchari Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Kosakonia,,
OTU_18957,Halothiobacillus sp. LS2 Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Halothiobacillaceae, Halothiobacillus,,
OTU_6139,Clostridium pasteurianum Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium,,
OTU_15078,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_18030,Methylomonas sp. LW13 Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae, Methylomonas,,
OTU_2351,Azoarcus communis Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Azoarcus,,
OTU_15730,Propionispora vibrioides Bacteria, Firmicutes, Negativicutes, Selenomonadales, Sporomusaceae, Propionispora,,
OTU_4009,uncultured Bradyrhizobium sp. Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, environmental samples,
OTU_10750,Desulfuromonas thiophila Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Desulfuromonadaceae, Desulfuromonas,,
OTU_18052,Anaeromyxobacter sp. RBG_16_69_14 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Anaeromyxobacteraceae, Anaeromyxobacter,
OTU_16369,Candidatus Propionivibrio aalborgensis Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Propionivibrio,,
OTU_9588,Geoalkalibacter ferrihydriticus DSM 17813 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geoalkalibacter,,
OTU_6858,Rhodocyclales bacterium RIFCSPLOWO2_02_FULL_63_24 Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, unclassified Rhodocyclales,,,
OTU_7853,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_2423,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_8560,Geoalkalibacter ferrihydriticus DSM 17813 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geoalkalibacter,,
OTU_5629,Geobacter pickeringii Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter,,
OTU_1836,Candidatus Propionivibrio aalborgensis Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Propionivibrio,,
OTU_1835,Geobacter pickeringii Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter,,
OTU_1834,Burkholderia sp. enrichment culture clone CACua-09 Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, environmental samples,
OTU_1833,Ensifer sp. CHU2 Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Sinorhizobium/Ensifer group, Ensifer,
OTU_7228,Azoarcus sp. KH32C Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Azoarcus,,
OTU_5808,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_7274,Bradyrhizobium sp. DOA9 Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_1839,Pseudomonas sp. IPPW-2 Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,,
OTU_4628,Methylomonas methanica MC09 Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae, Methylomonas,,
OTU_15071,Gallionellales bacterium RIFOXYB12_FULL_54_9 Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales,,,,
OTU_2971,Rubrivivax gelatinosus Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Rubrivivax,,,
OTU_6671,Desulfobulbaceae bacterium A2 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfobacterales, Desulfobulbaceae,,,
OTU_14465,Dechloromonas denitrificans Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Azonexaceae, Dechloromonas,,
OTU_9522,Candidatus Propionivibrio aalborgensis Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Propionivibrio,,
OTU_1800,Bradyrhizobium sp. ORS 285 Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_14463,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_4485,Rhodocyclales bacterium RIFCSPLOWO2_02_FULL_63_24 Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, unclassified Rhodocyclales,,,
OTU_4646,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_9548,Formivibrio citricus Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales, Chromobacteriaceae, Formivibrio,,
OTU_1801,Geobacter metallireducens RCH3 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter,,
OTU_18353,Achromatium sp. WMS3 Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Thiotrichaceae, Achromatium,,
OTU_2239,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_458,Desulfuromonas thiophila Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Desulfuromonadaceae, Desulfuromonas,,
OTU_10160,Crenothrix sp. D3 Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Crenotrichaceae, Crenothrix,,
OTU_6300,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_10162,Acidiferrobacter thiooxydans Bacteria, Proteobacteria, Gammaproteobacteria, Acidiferrobacterales, Acidiferrobacteraceae, Acidiferrobacter,,
OTU_8323,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_2230,Desulfovibrio aespoeensis Aspo-2 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio,,
OTU_2231,Anaeromyxobacter sp. PSR-1 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Anaeromyxobacteraceae, Anaeromyxobacter,
OTU_2232,Geoalkalibacter ferrihydriticus DSM 17813 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geoalkalibacter,,
OTU_14597,Anaeromyxobacter sp. PSR-1 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Anaeromyxobacteraceae, Anaeromyxobacter,
OTU_15390,Azoarcus tolulyticus Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Zoogloeaceae, Azoarcus,,
OTU_15391,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_6221,Anaeromyxobacter sp. Fw109-5 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Myxococcaceae, Anaeromyxobacter,
OTU_15421,Geobacter pelophilus Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter,,
OTU_1907,Gallionellales bacterium GWA2_60_142 Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales,,,,
OTU_1804,Desulfuromonas thiophila Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Desulfuromonadaceae, Desulfuromonas,,
OTU_15397,Pseudomonas oryzae Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,,
OTU_5932,Desulfopila aestuarii DSM 18488 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfobacterales, Desulfobulbaceae, Desulfopila,,
OTU_15399,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_15428,Opitutaceae bacterium TSB47 Bacteria, Verrucomicrobia, Opitutae, Opitutales, Opitutaceae,,,
OTU_16105,Azoarcus sp. KH32C Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Azoarcus,,
OTU_5937,Azospirillum brasilense Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Azospirillum,,
OTU_5246,Sideroxydans lithotrophicus ES-1 Bacteria, Proteobacteria, Betaproteobacteria, Gallionellales, Gallionellaceae, Sideroxydans,,
OTU_19423,Gallionellales bacterium GWA2_60_18 Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales,,,,
OTU_10612,Geobacter sp. FRC-32 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter,,
OTU_17257,Azospirillum oryzae Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Azospirillum,,
OTU_5764,Rhodoferax fermentans Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Rhodoferax,,
OTU_10617,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_10347,uncultured alpha proteobacterium Bacteria, Proteobacteria, Alphaproteobacteria, environmental samples,,,,
OTU_10348,Mesorhizobium sp. ORS 3369 Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Mesorhizobium,,
OTU_10349,Paraburkholderia sprentiae WSM5005 Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia,,
OTU_10618,Sideroxydans lithotrophicus ES-1 Bacteria, Proteobacteria, Betaproteobacteria, Gallionellales, Gallionellaceae, Sideroxydans,,
OTU_2871,Geobacter pickeringii Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter,,
OTU_629,Desulfuromonas thiophila Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Desulfuromonadaceae, Desulfuromonas,,
OTU_13220,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_6912,Ideonella sp. Long 7 Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Ideonella,,,
OTU_21773,Methylomonas sp. LWB Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae, Methylomonas,,
OTU_910,Thiocapsa roseopersicina Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Chromatiaceae, Thiocapsa,,
OTU_20372,Burkholderia sp. JPY434 Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia,,
OTU_6757,Desulfuromonadales bacterium GWC2_61_20 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales,,,,
OTU_17609,Anaeromyxobacter sp. Fw109-5 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Myxococcaceae, Anaeromyxobacter,
OTU_17861,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_4113,Sporomusa sphaeroides DSM 2875 Bacteria, Firmicutes, Negativicutes, Selenomonadales, Sporomusaceae, Sporomusa,,
OTU_3081,Azoarcus communis Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Azoarcus,,
OTU_14263,Geobacter pelophilus Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter,,
OTU_7063,Candidatus Propionivibrio aalborgensis Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Propionivibrio,,
OTU_683,Desulfuromonadales bacterium GWC2_61_20 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales,,,,
OTU_2581,Gallionellales bacterium GWA2_60_142 Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales,,,,
OTU_2586,Geobacter pelophilus Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter,,
OTU_21939,Peptococcaceae bacterium BICA1-7 Bacteria, Firmicutes, Clostridia, Clostridiales, Peptococcaceae,,,
OTU_19994,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_14264,Bradyrhizobium sp. Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_457,Anaeromyxobacter sp. Fw109-5 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Myxococcaceae, Anaeromyxobacter,
OTU_10294,Rubrivivax benzoatilyticus JA2 Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Rubrivivax,,,
OTU_2589,Geobacteraceae bacterium GWC2_58_44 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae,,,
OTU_8931,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_778,uncultured Bradyrhizobium sp. Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, environmental samples,
OTU_3936,Bradyrhizobium sp. AT1 Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_6047,Anaeromyxobacter sp. PSR-1 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Anaeromyxobacteraceae, Anaeromyxobacter,
OTU_2341,Opitutaceae bacterium TSB47 Bacteria, Verrucomicrobia, Opitutae, Opitutales, Opitutaceae,,,
OTU_14063,Rubrivivax benzoatilyticus JA2 Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Rubrivivax,,,
OTU_7263,Gallionellales bacterium GWA2_60_142 Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales,,,,
OTU_14065,Azospirillum brasilense Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Azospirillum,,
OTU_15643,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
